@dataValueAttribs												
precip	0	9999	mm									
@dataSetAttribs												
missingDataVal	-9999											
dataStart	01.01.1985 00:00											
dataEnd	31.12.2006 00:00											
tres	d											
@statAttribVal												
name	Chaurikhark	Sallery	Pakarnas	Chialsa	Aisealukhar	Okhaldunga	Manebhanjyang	Kuruleghat	Sirwa	station_9	station_10	station_14
21.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0.001533388	9.45E-05	0.205124751
22.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
23.11.2000 00:00	0.5	0.225425766	0	-9999	0	0	0	0	0	0.322840065	0.12048801	0.277210951
24.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
25.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
26.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
27.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
28.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0.220905408	1.442986369	0
29.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0.046524685	0.30386129	6.93E-05
30.11.2000 00:00	0	0	0	-9999	0	0	0	0	0	0.005002645	2.24E-04	0.486248434
01.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
02.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
03.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
04.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
05.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
06.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
07.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
08.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
09.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
10.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	3.10E-08	5.43E-06	0
11.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0.011597382	0.075711012	0
12.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
13.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
14.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
15.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
16.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
17.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
18.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
19.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
20.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
21.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
22.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
23.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
24.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
25.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
26.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
27.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
28.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
29.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
30.12.2000 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
31.12.2000 00:00	0	0	0	-9999	0	0.05	0	0	0	0	0	0
01.01.2001 00:00	0	2.289747025	2.4	-9999	0	1.4	1.077793444	1	5	0.62840122	1.147754669	0.279684037
02.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.01441858	0.073663332	0.001311434
03.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	3.40E-04	7.72E-06	0.016533572
04.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
05.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.017455867	0.073184036	0.231827617
06.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
07.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
08.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
09.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	5.58E-04	1.90E-05	0.040801574
10.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
11.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
12.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
13.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	3.32E-04	1.13E-05	0.024251239
14.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
15.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
16.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
17.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
18.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
19.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
20.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
21.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
22.01.2001 00:00	2.5	0	0	-9999	0	0	0	0	0	1.607658267	0.633700252	1.35592401
23.01.2001 00:00	14.5	0	0	-9999	0	0	0	0.5	0	9.344657898	3.774158001	7.869229794
24.01.2001 00:00	2	0	0	-9999	0	0	0	0	0	1.318697095	0.60568583	2.697268009
25.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
26.01.2001 00:00	6	0	0	-9999	0	0	0	0	0	3.866101027	1.523634076	3.263700008
27.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
28.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
29.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
30.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
31.01.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
01.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
02.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
03.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
04.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
05.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
06.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
07.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
08.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
09.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
10.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
11.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
12.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
13.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
14.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
15.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.173710689	1.155583382	0.006833453
16.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.22309424	1.48898983	0.191931859
17.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.010530496	0.068575695	0
18.02.2001 00:00	0	0	0	-9999	0	0	0	0	0.05	0.02680283	0.171501756	0.042636234
19.02.2001 00:00	0	0	0	-9999	0	0	0	0	3.3	0.108436093	0.034508854	0.366692901
20.02.2001 00:00	4	0	0	-9999	0	0	0	0	5.2	3.182548046	1.533350229	2.588670492
21.02.2001 00:00	0	0	0	-9999	0	0	0	0	10.4	0.693468988	2.301124334	2.638602257
22.02.2001 00:00	2	0	0.8	-9999	0	0.4	0	0	0	1.612770796	1.11210978	3.932499647
23.02.2001 00:00	0	0	0	-9999	0	0	0.207400346	0	0	0	0	0
24.02.2001 00:00	4.5	2	4.4	-9999	0	7	1.485544303	0	0	4.369869709	2.661022663	4.234027863
25.02.2001 00:00	0	3.5	0	-9999	26	1.2	0.21392294	0	0	0.843493819	5.125539303	0.917242587
26.02.2001 00:00	0	3	7.4	-9999	0	12.4	9.687452181	8.3	0	1.743433118	8.12405014	0.455951095
27.02.2001 00:00	0	0	0	-9999	7	0	0	0	0	0.014725355	3.84E-04	0.920964122
28.02.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
01.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
02.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
03.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
04.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
05.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.136897236	0.895959675	0
06.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.020098096	7.62E-04	1.81032443
07.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
08.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.003421262	1.30E-04	0.308463961
09.03.2001 00:00	0	2	5.2	-9999	13.5	0	0.280871486	0	5.2	0.236453205	0.075992405	0.238460436
10.03.2001 00:00	0	1.5	2.3	-9999	0	0	0	0	0.05	0.056571003	0.003834817	0.116346285
11.03.2001 00:00	0	1	5.6	-9999	0	0	0.302476985	0	0.05	0.127557158	0.006056251	0.157920256
12.03.2001 00:00	0	1.5	0	-9999	0	0	0	0	0	0.054813635	0.001900653	0.071446426
13.03.2001 00:00	0	3.5	0.4	-9999	0	0	0	0	0	0.03207491	0.004705709	0.226855502
14.03.2001 00:00	0	0	10.4	-9999	22	0	0.561742971	0	0	0.544558883	0.251267135	0.479362547
15.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.499407858	1.764995337	2.503734112
16.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.008955873	0.034740098	0.331743836
17.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.021099731	0.138476893	1.91E-04
18.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.015835989	0.103918657	2.41E-04
19.03.2001 00:00	8	0	0	-9999	0	0	0	0	0	5.765951633	1.929822326	5.002537727
20.03.2001 00:00	2.3	0	0	-9999	0	0	0	0	0	1.846144795	1.803026438	1.438564897
21.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.138204038	0.902523577	0.067241348
22.03.2001 00:00	0	0	2.4	-9999	0	0	0	0	0.05	0.495270073	3.093839169	0.046821736
23.03.2001 00:00	0	2	0	-9999	0	0	0	0	6	0.439230442	1.289139032	0.215223566
24.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.055577602	0.244305566	1.643334746
25.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.049270634	0.313587844	0.13420321
26.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.034276471	0.209335357	0.21442987
27.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.015968168	0.104742318	0
28.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	9.73E-04	3.66E-05	0.087174781
29.03.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.199200138	1.26033175	0.628506839
30.03.2001 00:00	4.5	0	0	-9999	0	0	0	0	2.3	3.353399515	1.429731846	2.809491873
31.03.2001 00:00	0	0	3.2	-9999	2.5	1.2	4.644502825	5.6	0.05	0.149251595	0.213535771	0.297343969
01.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.707954526	4.395290852	2.499379635
02.04.2001 00:00	0	0	5.2	-9999	4	2.4	12.16476492	16.3	1	0.165162742	0.004584905	0.115170084
03.04.2001 00:00	2.5	0	0	-9999	0	0	0.276533795	0	0	1.829952002	0.670791566	3.374668598
04.04.2001 00:00	3	0	0	-9999	0	0	0	0	0	2.235352278	1.21408999	1.871070027
05.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.059572157	0.389340848	5.63E-05
06.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.206284016	1.347534537	0
07.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.022998007	0.036194388	1.575235248
08.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	0	0	0
09.04.2001 00:00	1.5	0	0	-9999	0	0	0	0	0	1.26050055	1.501856565	1.172094584
10.04.2001 00:00	1	0	0	-9999	0	0	0	0	0	0.846545339	0.991286457	1.440318227
11.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	0.021458935	0.038891591	1.925914884
12.04.2001 00:00	0	0	0	-9999	0	0	0	0	0	8.75E-05	0.07622119	0.021805119
13.04.2001 00:00	9.5	6.5	0	-9999	0	0	0.207400346	0	0	7.271827698	4.59650898	6.275467873
14.04.2001 00:00	0	5.5	19.2	-9999	31	9	8	23.5	10	2.359525919	4.212144375	2.410832882
15.04.2001 00:00	0	19	25.4	-9999	52	14.2	13.3	10.3	33.1	2.799268961	0.174174309	3.05938673
16.04.2001 00:00	0	0.5	1.4	-9999	1.5	0	0	0	0.05	0.034313448	0.104904853	0.212682605
17.04.2001 00:00	2.5	1.5	1.2	-9999	15	0	13.1	0	2.5	4.004235268	1.180153131	3.635012388
18.04.2001 00:00	22.5	5	0	-9999	6	0.6	0	0	0	15.13932037	9.246064186	13.67468262
19.04.2001 00:00	0	11.5	14.8	-9999	11.2	0.4	0	5.2	7	0.250016719	0.21353513	0.601174176
20.04.2001 00:00	0	0	0	-9999	0	0	0	0	0.05	0.001969238	2.07E-04	0.323272139
21.04.2001 00:00	5	2	1.2	-9999	0	2.1	0	0	0	3.256285429	1.26857245	3.635944843
22.04.2001 00:00	1.5	0	0	-9999	0	0	0	0	5.4	1.253959298	1.758398175	1.823898792
23.04.2001 00:00	8	4.5	0	-9999	0	0	0	0	0.05	5.230494976	2.131682158	7.012509346
24.04.2001 00:00	0	9	0	-9999	0	0	0	0	0	0.043471877	0.017065309	0.167394519
25.04.2001 00:00	0	0.5	0	-9999	0	0	0	0	5.4	0.051908579	0.105762891	0.770295143
26.04.2001 00:00	1	10.5	1.6	-9999	6.5	5.8	0	0.8	0.05	0.852150977	0.832410574	3.1970191
27.04.2001 00:00	0.5	2	4.8	-9999	3.5	22.4	0	0	1.5	1.027326345	3.591480494	1.303537011
28.04.2001 00:00	3.5	0	0	-9999	0	11.4	0	1.5	0	2.264484167	0.878058553	2.059089899
29.04.2001 00:00	0	0	1.3	-9999	11	0.5	0	0	3	0.101061024	0.318823814	2.279554844
30.04.2001 00:00	0	3	8.6	-9999	1.5	6.2	0	0.5	0.05	0.111351073	0.087759659	0.423095316
01.05.2001 00:00	0	1.5	0	-9999	20	1.8	0	2.1	10.3	0.064367346	0.003081332	0.068005815
02.05.2001 00:00	0	7.5	0	-9999	0	9.4	0	0.1	2.5	0.150069386	0.015496463	0.149254262
03.05.2001 00:00	0	25	0	-9999	0	0	0	0	0.05	0.38837257	1.743912578	0.458473861
04.05.2001 00:00	10.3	0.5	22.6	-9999	0	29.4	23.5	16.9	1.2	10.68826103	4.087436199	10.78270054
05.05.2001 00:00	0	1	0	-9999	0	0	21.3	0	0.05	3.530465603	1.745902181	3.121641397
06.05.2001 00:00	0	5	0	-9999	0	0	7	0	0.05	1.17760694	0.042988911	1.04346931
07.05.2001 00:00	3	4	12.8	-9999	32	31.6	0	7.5	40.4	2.457372904	1.086270452	4.224849224
08.05.2001 00:00	0	3.5	0	-9999	0	1.2	32.4	0	3.5	5.354474545	0.162080467	4.457825184
09.05.2001 00:00	0	6.2	14.6	-9999	0	8.2	0	39.2	5	0.639046311	3.874646187	2.649236202
10.05.2001 00:00	25.5	0.2	0	-9999	11.5	0	0	0	7.5	16.09717178	7.784319401	15.90641499
11.05.2001 00:00	19	29	15.2	-9999	0	26	25.5	9.7	18.5	16.5890274	5.706737041	15.43670654
12.05.2001 00:00	0	2	0	-9999	4.5	0	0	0	0.05	0.011068648	0.003656639	0.042440753
13.05.2001 00:00	0	0	0	-9999	0	0	23.1	0	0.05	3.765859604	0.109968007	3.105003357
14.05.2001 00:00	0	11	0	-9999	0	0	32.7	0	0	5.444636345	0.608251989	4.586714268
15.05.2001 00:00	18	0.5	18.2	-9999	10.5	38.2	20.4	40.2	35.5	14.83463097	5.198133469	14.07480049
16.05.2001 00:00	9.5	0	0.6	-9999	0	2.6	17.3	0	0.05	9.115399361	5.443294525	8.197620392
17.05.2001 00:00	11	1	0	-9999	0	0	0	0	5	7.096771717	4.948412418	6.121509552
18.05.2001 00:00	2.5	7.5	12.6	-9999	8.7	20.6	18	120.8	10.5	4.82772541	1.836517334	5.512275696
19.05.2001 00:00	0	2	1	-9999	0	15.6	0	0	0.05	0.056133699	0.387342811	0.27625066
20.05.2001 00:00	0	0.5	0	-9999	0	0.05	17.3	0	0	2.809296846	0.082869507	2.62341094
21.05.2001 00:00	18	0	3.8	-9999	39	2.8	6	0	0.05	11.8163147	4.19133091	11.53728962
22.05.2001 00:00	0	0	6.6	-9999	17	0	5.4	0	10.2	1.027540565	0.326319575	1.432104349
23.05.2001 00:00	3	10	0	-9999	1.5	0.6	10.2	0.6	1.5	3.507405996	0.825615585	4.277095318
24.05.2001 00:00	0	2	0.4	-9999	0	0	7.5	0	15	1.31361413	0.113498777	1.796357393
25.05.2001 00:00	0.5	0	3.4	-9999	0	1	0	8.4	8	0.540790141	0.595613778	0.888355613
26.05.2001 00:00	0	0	2.6	-9999	0	8.4	8.5	12.9	7.1	1.500074029	0.338561833	3.407535553
27.05.2001 00:00	0	1	1.4	-9999	0	0.6	0.5	8.8	0.05	0.263893008	0.96175319	1.217679501
28.05.2001 00:00	0	1.5	0	-9999	0	0	0	0	18	0.088203788	1.323916316	0.229391724
29.05.2001 00:00	2.5	0.5	7.8	-9999	51	4.2	28.6	5.1	0.05	6.203391075	4.215425968	6.053500175
30.05.2001 00:00	6	2.5	0	-9999	12.3	14.2	13.7	8.2	0	5.700709343	1.392797947	5.509450912
31.05.2001 00:00	10.5	2.5	0	-9999	0	2.4	17.2	0.6	2	8.909866333	2.667933464	8.862313271
01.06.2001 00:00	8	20.5	9.8	-9999	38	29.4	14.3	0	0	7.110412598	1.863604784	7.259610653
02.06.2001 00:00	6	3.5	0	-9999	12	45	18.1	9.3	0.05	6.395277023	1.396026015	5.602372646
03.06.2001 00:00	4.5	6	0	-9999	25	13	9.5	3.9	5.1	4.501922607	2.814412832	5.323998451
04.06.2001 00:00	12	7	16.8	-9999	1.5	18	8.4	0	11	8.61888504	3.738799572	8.90793705
05.06.2001 00:00	2.6	1	2.2	-9999	4.3	3.4	0	7.6	0.05	1.648973346	1.457821131	1.978501081
06.06.2001 00:00	0	0.5	0	-9999	8	0.2	0	2.7	0.05	0.056277625	0.151947722	2.081092358
07.06.2001 00:00	2	0.5	0	-9999	8.3	0	0	3.7	1.1	1.15244472	0.427337408	3.044338703
08.06.2001 00:00	15.5	2	0	-9999	55	0	0	0	5	8.742007256	3.284604788	8.488540649
09.06.2001 00:00	35	4	10.8	-9999	1	2.4	0	0	1.1	19.58152962	7.510224342	18.69690132
10.06.2001 00:00	1.7	2	11.2	-9999	20	0	7.6	0	3	2.323863268	0.511647224	2.445126295
11.06.2001 00:00	0	15	7.2	-9999	11	0	0	0	68.5	0.541882932	1.480319977	0.74633801
12.06.2001 00:00	30	5	9.5	-9999	19	14.4	15.5	0	0.05	19.22006798	6.458585739	17.3008976
13.06.2001 00:00	2.5	10.5	14.6	-9999	1	0	0	0	3.5	1.551775932	0.555300057	1.816649318
14.06.2001 00:00	0	17.5	13.2	-9999	15.8	40.2	29.3	4.1	0.05	5.123980999	0.187738523	4.834600925
15.06.2001 00:00	30	3.5	0.8	-9999	0	0	0	0	0	16.43058205	8.635756493	15.12018204
16.06.2001 00:00	21	18	1	-9999	30.5	0.4	0	0	0	11.68232727	8.438745499	11.90444851
17.06.2001 00:00	1.5	15	16.2	-9999	10	13.8	3.5	0	15.21611157	1.664022207	0.403291434	2.004105568
18.06.2001 00:00	17.2	41.5	3.4	-9999	19.5	1.6	10.2	0	0	11.43394852	3.926189423	10.65930748
19.06.2001 00:00	36.5	37.5	30.6	-9999	11	30	13.7	9.4	28.20121054	22.67485046	7.691926003	20.75855827
20.06.2001 00:00	11.2	20.5	12.2	-9999	0	5.2	0	0	4.283779804	7.175441742	8.091283798	8.829239845
21.06.2001 00:00	41	10.5	17.4	-9999	4.2	5.6	13.3	17.9	12.16565558	24.29114342	10.10768986	22.54742622
22.06.2001 00:00	36.5	20	10.8	-9999	1.4	0.2	0.5	7	0	20.19763374	10.0358305	17.58997154
23.06.2001 00:00	19.2	10	6.2	-9999	18	0.05	0	0	0.216064978	11.09332275	7.420207024	11.22932339
24.06.2001 00:00	18	3	0	-9999	0	0	0	0	0	10.57927036	9.03862381	9.389307976
25.06.2001 00:00	13.3	1	0	-9999	0	0	0	0	0	8.003445625	7.903247356	6.977135181
26.06.2001 00:00	0	8	0	-9999	0	0	0	0	0	0.277605236	1.325609326	0.718449831
27.06.2001 00:00	34	10	0	-9999	0	0	0	0	0	18.46957207	8.234349251	16.56667328
28.06.2001 00:00	0	10.5	0	-9999	0	0	0	0	0	0.949682772	4.262854576	1.097827077
29.06.2001 00:00	38.5	3.5	28.2	-9999	38	43	0	1.3	46.9251202	20.98307419	7.706459999	18.22438431
30.06.2001 00:00	12	5	17.4	-9999	0	11.2	0	9.6	11.1671837	6.656555653	2.273745775	5.876370907
01.07.2001 00:00	0	41.5	5	-9999	4	2.2	0	0	0	0.652746677	2.214685917	1.212852001
02.07.2001 00:00	1.3	1.5	2.2	-9999	19.5	0.05	9.3	0	1.467434806	2.37637043	0.27603963	2.325536489
03.07.2001 00:00	0	2.5	22.2	-9999	3.4	1.1	11.2	0	9.918410292	2.193766832	0.0543327	2.25165987
04.07.2001 00:00	0	1	1	-9999	2	1.8	7.5	0	1.169205627	1.416799307	0.376903534	1.143166661
05.07.2001 00:00	4	0.05	6.4	-9999	0	10.8	40.3	5.9	11.68918094	9.348763466	0.876676321	8.086038589
06.07.2001 00:00	0	2	0	-9999	26.5	0	0	0	0	0.029111784	0.00210487	0.072510518
07.07.2001 00:00	10	22	43.8	-9999	0	45.8	18.7	4.9	51.4666848	9.294921875	2.942596674	8.601307869
08.07.2001 00:00	6.3	8.5	5.8	-9999	12	0.8	30	0	1.044029384	8.845590591	1.80762279	7.77569437
09.07.2001 00:00	0	0.05	0.4	-9999	0	0	0	0	0	0.116136126	0.00196963	2.04754138
10.07.2001 00:00	13.5	0.05	0	-9999	0	0.1	0	0.7	0	7.280407429	3.602463722	6.622594357
11.07.2001 00:00	52.3	1	2.8	-9999	0	0.1	0	0	1.514523682	27.54917145	11.47868443	24.43160057
12.07.2001 00:00	62	0.5	14.4	-9999	0	0.1	0	0	5.858637285	33.01922989	14.64172077	27.91777611
13.07.2001 00:00	21	1.5	0	-9999	0	0	0	0	0	10.94408703	6.832705975	10.51792049
14.07.2001 00:00	4.5	17.5	10	-9999	0	0	0	0	0	2.617163181	12.23795605	5.99212265
15.07.2001 00:00	28	22	32.6	-9999	45	33	31.5	43	35.87089855	20.91214561	18.06086922	22.87661743
16.07.2001 00:00	18	12	62.2	-9999	3.5	38.6	9.5	12.2	5	11.79748631	7.166800022	13.07539368
17.07.2001 00:00	1	10	10.2	-9999	0	21.6	21.2	9.5	22	4.455181122	0.367144197	4.246920586
18.07.2001 00:00	0	8.5	0.6	-9999	7	0	0	0	14.1	0.317335427	2.071478128	0.961402655
19.07.2001 00:00	12.5	11.5	29.5	-9999	0	30.4	0	1.5	27	7.523756981	10.99634266	8.021718025
20.07.2001 00:00	22	10.5	21.4	-9999	20.5	4.6	5.2	2.3	0.05	14.21027088	19.05175018	14.30372906
21.07.2001 00:00	7	10	10.8	-9999	30	4.8	7.5	3.5	1	5.228185654	2.349572897	5.451443672
22.07.2001 00:00	6.5	6.5	12.2	-9999	22	16.8	3.1	0	0.05	4.06767416	1.314494014	3.797166348
23.07.2001 00:00	1.5	5.5	2.6	-9999	10	2.6	0.3	0	5	0.916699052	0.340633363	0.885404289
24.07.2001 00:00	2	9.5	1.8	-9999	0	0	0	0	10.1	1.219160318	0.440440565	2.686447859
25.07.2001 00:00	12.5	8	24.2	-9999	4	4.2	2.3	1	0.05	7.139290333	5.472046852	7.036194801
26.07.2001 00:00	16	11	20.2	-9999	0	7.2	10.7	0	1.3	10.96802044	9.22652626	10.63648605
27.07.2001 00:00	20.5	2.5	7.6	-9999	13	54.4	15.1	0	17	13.77323627	7.088634491	14.36273098
28.07.2001 00:00	106	8	10	-9999	45	3.2	12.5	0	5.3	56.47932816	22.10737991	52.3207016
29.07.2001 00:00	1	12	14.2	-9999	50	53.4	7	0	7.2	2.001743317	2.068917274	2.520650148
30.07.2001 00:00	19.5	13	64.2	-9999	54	36	18.4	32	19	13.88410282	9.362112045	13.80205059
31.07.2001 00:00	8	22.5	23.8	-9999	36	70.4	17.7	12	0.05	7.555944443	2.483943462	8.038754463
01.08.2001 00:00	27	6	2.6	-9999	50	1.9	2.7	0.5	19.1	14.35791302	6.907924652	14.63015652
02.08.2001 00:00	21	9	17	-9999	130	0.1	3	0	12.5	11.46247578	4.88892746	11.68115807
03.08.2001 00:00	41.5	17	8.4	-9999	80	1	0	0	0.05	21.61306572	10.91754341	21.1871624
04.08.2001 00:00	24	15	0	-9999	0	0	0	0	5.2	12.55875015	6.651569843	11.62726307
05.08.2001 00:00	28.5	0.5	0	-9999	0	0	0	0	16	14.56794548	5.549553394	14.31867313
06.08.2001 00:00	10	9.5	12.5	-9999	35	45	23.4	15.9	0.05	9.429362297	3.280376196	8.998951912
07.08.2001 00:00	7.5	17.5	10.4	-9999	0	6	28.3	4.1	1.1	9.145688057	8.563471794	8.764635086
08.08.2001 00:00	20	8.5	2.8	-9999	16	10.7	0	0	25	10.55305004	5.396913528	10.18782234
09.08.2001 00:00	12	5	40.2	-9999	34	33	2.2	0	10	6.865684986	2.725822926	6.634097099
10.08.2001 00:00	10.5	6	6	-9999	60	0	2.7	12.7	11.3	5.926445961	1.973297596	5.734047413
11.08.2001 00:00	51	25	14.4	-9999	0	5.7	0	7.9	16	26.29072952	11.07647228	25.17897797
12.08.2001 00:00	16	11	11.2	-9999	28	25.8	0	0	38.3	8.383756638	5.73793745	9.117591858
13.08.2001 00:00	23	14	74.3	-9999	0	50	0	0.7	50.1	13.09950542	13.39431286	14.83036423
14.08.2001 00:00	3.5	2	1.6	-9999	0	5.5	0	0	15.5	1.865154147	1.234243035	2.088719368
15.08.2001 00:00	26	34	24.2	-9999	28	56.7	14.7	3.6	90.1	16.54048538	5.357988358	16.38330269
16.08.2001 00:00	20.5	6.5	11.8	-9999	16	3.3	3.5	1.5	45	11.36052513	3.975513697	10.76180458
17.08.2001 00:00	9	20	8.6	-9999	36	6.4	0	0	0.05	4.835179329	2.588334799	6.080693722
18.08.2001 00:00	78	24.5	76.4	-9999	31.5	31.4	19.3	2.1	35.2	43.56565857	15.48842239	40.33379364
19.08.2001 00:00	23.5	41	56.6	-9999	46	26.3	22.5	1.5	45.5	16.97132874	5.384099483	17.6483593
20.08.2001 00:00	28	14.5	21.5	-9999	80	23.4	21.4	1.3	25	18.58840561	10.82960987	18.90395546
21.08.2001 00:00	41.5	16	32.6	-9999	86	66	23.6	5.7	29.2	25.98213959	11.6354332	24.95931053
22.08.2001 00:00	20.5	22.5	10.2	-9999	0	13.2	0	36.5	23	11.05558681	6.724669933	11.26175404
23.08.2001 00:00	21	19.5	44.4	-9999	22	85.3	39.5	66.5	11.4	18.47989273	7.164428234	17.79857254
24.08.2001 00:00	7.5	7	14.2	-9999	23	6.3	79.3	7	15	18.23757172	2.091694355	17.68349648
